HourlyStep;steps;duration [s];distance [m];calories [kcal];floors [min. high three meter];hourIndex;weekDayIndex
2017-05-23 14:00:00 +0000;177;100;104.3;7;0;14;3
2017-05-23 20:00:00 +0000;9;5;3.8;0;0;20;3
2017-05-23 21:00:00 +0000;9;5;6.7;0;0;21;3
2017-05-24 09:00:00 +0000;583;330;355.5;24;2;9;4
2017-05-24 10:00:00 +0000;1127;638;662.1;45;8;10;4
2017-05-24 11:00:00 +0000;230;130;129.9;9;0;11;4
2017-05-24 12:00:00 +0000;3496;1980;2385.8;163;16;12;4
2017-05-24 13:00:00 +0000;2226;1261;1743.8;119;1;13;4
2017-05-24 14:00:00 +0000;599;339;365.2;25;0;14;4
2017-05-24 15:00:00 +0000;932;528;551.6;38;0;15;4
2017-05-24 16:00:00 +0000;1279;724;729.6;50;2;16;4
2017-05-24 17:00:00 +0000;1513;857;1088.6;74;4;17;4
2017-05-24 18:00:00 +0000;887;502;540.3;37;2;18;4
2017-05-24 19:00:00 +0000;10;6;6.8;0;0;19;4
2017-05-24 20:00:00 +0000;765;433;431.5;30;1;20;4
2017-05-24 21:00:00 +0000;230;130;156.8;11;0;21;4
2017-05-24 22:00:00 +0000;61;35;40.0;3;0;22;4
2017-05-25 13:00:00 +0000;116;66;73.9;5;0;13;5
2017-05-25 15:00:00 +0000;37;21;25.3;2;0;15;5
2017-05-25 17:00:00 +0000;402;228;258.1;18;1;17;5
2017-05-25 20:00:00 +0000;18;10;13.1;1;0;20;5
2017-05-25 21:00:00 +0000;1357;769;805.6;55;0;21;5
2017-05-25 22:00:00 +0000;854;484;493.2;34;1;22;5
2017-05-25 23:00:00 +0000;13;7;9.3;1;0;23;5
2017-05-26 10:00:00 +0000;24;14;16.7;1;0;10;6
2017-05-26 11:00:00 +0000;12;7;6.3;0;0;11;6
2017-05-26 12:00:00 +0000;364;206;226.9;16;2;12;6
2017-05-26 13:00:00 +0000;88;50;51.9;4;0;13;6
2017-05-26 22:00:00 +0000;32;18;22.0;2;0;22;6
2017-05-27 17:00:00 +0000;14;8;12.7;1;0;17;7
2017-05-28 00:00:00 +0000;18;10;13.0;1;0;0;1
2017-05-28 18:00:00 +0000;3032;1717;2059.4;141;5;18;1
2017-05-28 19:00:00 +0000;305;173;186.3;13;1;19;1
2017-05-29 07:00:00 +0000;41;23;29.5;2;0;7;2
2017-05-29 08:00:00 +0000;550;312;345.1;24;7;8;2
2017-05-29 10:00:00 +0000;2036;1153;1295.8;89;5;10;2
2017-05-29 11:00:00 +0000;262;148;150.7;10;0;11;2
2017-05-29 12:00:00 +0000;62;35;34.9;2;0;12;2
2017-05-29 13:00:00 +0000;300;170;182.2;12;0;13;2
2017-05-29 14:00:00 +0000;1660;940;1159.2;79;7;14;2
2017-05-29 15:00:00 +0000;418;237;278.5;19;4;15;2
2017-05-29 19:00:00 +0000;170;96;104.5;7;0;19;2
2017-05-29 20:00:00 +0000;178;101;104.6;7;0;20;2
2017-05-29 22:00:00 +0000;57;32;33.4;2;0;22;2
2017-05-30 08:00:00 +0000;448;254;313.2;21;7;8;3
2017-05-30 11:00:00 +0000;833;472;524.0;36;0;11;3
2017-05-30 12:00:00 +0000;1251;709;747.2;51;4;12;3
2017-05-30 13:00:00 +0000;629;356;380.3;26;2;13;3
2017-05-30 14:00:00 +0000;937;531;573.4;39;3;14;3
2017-05-30 15:00:00 +0000;3043;1724;1867.1;128;19;15;3
2017-05-30 16:00:00 +0000;203;115;136.0;9;0;16;3
2017-05-30 17:00:00 +0000;975;552;598.9;41;1;17;3
2017-05-30 18:00:00 +0000;799;453;471.2;32;0;18;3
2017-05-30 19:00:00 +0000;196;111;122.0;8;1;19;3
2017-05-30 22:00:00 +0000;293;166;164.2;11;0;22;3
2017-05-31 07:00:00 +0000;135;76;89.3;6;1;7;4
2017-05-31 08:00:00 +0000;422;239;287.9;20;8;8;4
2017-05-31 09:00:00 +0000;237;134;152.3;10;0;9;4
2017-05-31 10:00:00 +0000;1693;959;1098.4;75;8;10;4
2017-05-31 11:00:00 +0000;215;122;119.2;8;0;11;4
2017-05-31 12:00:00 +0000;81;46;43.4;3;0;12;4
2017-05-31 13:00:00 +0000;120;68;60.8;4;0;13;4
2017-05-31 14:00:00 +0000;1166;660;732.6;50;4;14;4
2017-05-31 15:00:00 +0000;77;44;46.8;3;0;15;4
2017-05-31 16:00:00 +0000;143;81;102.2;7;0;16;4
2017-05-31 17:00:00 +0000;195;110;127.5;9;2;17;4
2017-05-31 19:00:00 +0000;18;10;13.2;1;0;19;4
2017-06-01 07:00:00 +0000;171;97;97.0;7;0;7;5
2017-06-01 08:00:00 +0000;683;387;425.0;29;10;8;5
2017-06-01 09:00:00 +0000;246;139;169.3;12;0;9;5
2017-06-01 10:00:00 +0000;1627;922;1180.8;81;7;10;5
2017-06-01 11:00:00 +0000;47;27;32.8;2;0;11;5
2017-06-01 12:00:00 +0000;2089;1183;1337.1;91;5;12;5
2017-06-01 13:00:00 +0000;302;171;231.4;16;0;13;5
2017-06-01 14:00:00 +0000;3310;1875;2738.9;187;2;14;5
2017-06-01 15:00:00 +0000;1756;995;1380.1;94;9;15;5
2017-06-02 07:00:00 +0000;95;54;55.9;4;2;7;6
2017-06-02 08:00:00 +0000;1211;686;749.4;51;11;8;6
2017-06-02 09:00:00 +0000;685;388;393.1;27;4;9;6
2017-06-02 10:00:00 +0000;75;42;49.6;3;0;10;6
2017-06-02 11:00:00 +0000;26;15;15.5;1;0;11;6
2017-06-02 12:00:00 +0000;152;86;89.1;6;0;12;6
2017-06-02 13:00:00 +0000;405;229;239.3;16;0;13;6
2017-06-02 14:00:00 +0000;751;425;455.3;31;2;14;6
2017-06-02 15:00:00 +0000;76;43;44.5;3;0;15;6
2017-06-02 16:00:00 +0000;14;8;8.6;1;0;16;6
2017-06-03 08:00:00 +0000;169;96;122.6;8;1;8;7
2017-06-03 09:00:00 +0000;193;109;134.9;9;3;9;7
2017-06-03 10:00:00 +0000;134;76;76.4;5;0;10;7
2017-06-03 11:00:00 +0000;252;143;149.6;10;0;11;7
2017-06-03 12:00:00 +0000;549;311;333.8;23;0;12;7
2017-06-03 13:00:00 +0000;300;170;180.5;12;1;13;7
2017-06-03 14:00:00 +0000;775;439;485.1;33;0;14;7
2017-06-03 15:00:00 +0000;743;421;446.8;31;1;15;7
2017-06-03 16:00:00 +0000;584;331;352.0;24;0;16;7
2017-06-03 17:00:00 +0000;139;79;89.7;6;0;17;7
2017-06-03 18:00:00 +0000;1131;641;719.5;49;0;18;7
2017-06-03 19:00:00 +0000;313;177;198.3;14;0;19;7
2017-06-04 02:00:00 +0000;60;34;35.2;2;0;2;1
2017-06-04 03:00:00 +0000;11;6;4.8;0;0;3;1
2017-06-04 12:00:00 +0000;14;8;10.5;1;0;12;1
2017-06-04 14:00:00 +0000;349;198;208.8;14;0;14;1
2017-06-04 15:00:00 +0000;612;347;363.6;25;0;15;1
2017-06-04 16:00:00 +0000;30;17;17.5;1;0;16;1
2017-06-04 23:00:00 +0000;20;11;9.0;1;0;23;1
2017-06-05 02:00:00 +0000;8;5;4.6;0;0;2;2
2017-06-05 03:00:00 +0000;9;5;5.4;0;0;3;2
2017-06-05 15:00:00 +0000;24;14;22.7;2;0;15;2
2017-06-05 16:00:00 +0000;260;147;171.5;12;0;16;2
2017-06-05 17:00:00 +0000;286;162;182.7;12;1;17;2
2017-06-05 18:00:00 +0000;836;474;534.5;37;1;18;2
2017-06-05 20:00:00 +0000;25;14;14.3;1;0;20;2
2017-06-05 22:00:00 +0000;87;49;62.6;4;0;22;2
2017-06-05 23:00:00 +0000;29;16;21.8;1;0;23;2
2017-06-06 07:00:00 +0000;124;70;91.9;6;2;7;3
2017-06-06 08:00:00 +0000;486;275;356.5;24;8;8;3
2017-06-06 09:00:00 +0000;66;37;45.2;3;0;9;3
2017-06-06 10:00:00 +0000;2011;1139;1330.1;91;4;10;3
2017-06-06 11:00:00 +0000;9;5;6.8;0;0;11;3
2017-06-06 12:00:00 +0000;140;79;84.5;6;0;12;3
2017-06-06 13:00:00 +0000;151;86;108.0;7;0;13;3
2017-06-06 14:00:00 +0000;399;226;292.8;20;3;14;3
2017-06-06 16:00:00 +0000;36;20;26.2;2;1;16;3
2017-06-06 17:00:00 +0000;9;5;8.1;1;0;17;3
2017-06-06 19:00:00 +0000;137;78;91.8;6;0;19;3
2017-06-07 07:00:00 +0000;32;18;17.5;1;0;7;4
2017-06-07 08:00:00 +0000;604;342;420.6;29;8;8;4
2017-06-07 11:00:00 +0000;177;100;98.1;7;0;11;4
2017-06-07 12:00:00 +0000;808;458;535.4;37;10;12;4
2017-06-07 13:00:00 +0000;167;95;94.7;6;0;13;4
2017-06-07 14:00:00 +0000;937;531;593.2;41;5;14;4
2017-06-07 16:00:00 +0000;137;78;79.0;5;0;16;4
2017-06-07 17:00:00 +0000;39;22;26.7;2;0;17;4
2017-06-07 18:00:00 +0000;41;23;28.1;2;0;18;4
2017-06-07 19:00:00 +0000;51;29;37.4;3;0;19;4
2017-06-07 22:00:00 +0000;65;37;45.4;3;0;22;4
2017-06-08 07:00:00 +0000;50;28;27.1;2;0;7;5
2017-06-08 08:00:00 +0000;644;365;443.5;30;8;8;5
2017-06-08 09:00:00 +0000;32;18;17.3;1;0;9;5
2017-06-08 10:00:00 +0000;269;152;181.7;12;0;10;5
2017-06-08 11:00:00 +0000;648;367;377.8;26;0;11;5
2017-06-08 12:00:00 +0000;249;141;185.2;13;0;12;5
2017-06-08 14:00:00 +0000;429;243;307.6;21;3;14;5
2017-06-08 16:00:00 +0000;37;21;26.9;2;0;16;5
2017-06-08 18:00:00 +0000;256;145;171.2;12;1;18;5
2017-06-09 08:00:00 +0000;902;511;525.6;36;10;8;6
2017-06-09 09:00:00 +0000;422;239;229.4;16;3;9;6
2017-06-09 10:00:00 +0000;2303;1304;1475.7;101;5;10;6
2017-06-09 12:00:00 +0000;193;109;110.7;8;0;12;6
2017-06-09 13:00:00 +0000;1045;592;688.4;47;5;13;6
2017-06-09 14:00:00 +0000;331;187;187.8;13;1;14;6
2017-06-09 15:00:00 +0000;13;7;9.6;1;0;15;6
2017-06-09 16:00:00 +0000;84;48;64.4;4;1;16;6
2017-06-09 17:00:00 +0000;8;5;4.5;0;0;17;6
2017-06-09 18:00:00 +0000;20;11;13.9;1;0;18;6
2017-06-09 19:00:00 +0000;807;457;505.9;35;1;19;6
2017-06-09 20:00:00 +0000;230;130;132.7;9;0;20;6
2017-06-09 22:00:00 +0000;22;12;10.2;1;0;22;6
2017-06-10 00:00:00 +0000;55;31;52.0;4;0;0;7
2017-06-10 01:00:00 +0000;29;16;19.5;1;0;1;7
2017-06-10 04:00:00 +0000;33;19;23.2;2;0;4;7
2017-06-10 15:00:00 +0000;134;76;93.4;6;0;15;7
2017-06-10 17:00:00 +0000;192;109;117.4;8;0;17;7
2017-06-10 19:00:00 +0000;160;91;99.7;7;2;19;7
2017-06-10 20:00:00 +0000;79;45;52.2;4;0;20;7
2017-06-10 21:00:00 +0000;176;100;102.3;7;0;21;7
2017-06-11 01:00:00 +0000;43;24;32.0;2;0;1;1
2017-06-11 12:00:00 +0000;126;71;79.9;5;1;12;1
2017-06-11 15:00:00 +0000;100;57;53.9;4;0;15;1
2017-06-11 16:00:00 +0000;1111;629;880.6;60;1;16;1
2017-06-11 17:00:00 +0000;60;34;37.7;3;0;17;1
2017-06-11 18:00:00 +0000;17;10;13.0;1;0;18;1
2017-06-11 21:00:00 +0000;161;91;117.8;8;0;21;1
2017-06-11 22:00:00 +0000;31;18;25.5;2;0;22;1
2017-06-12 08:00:00 +0000;890;504;529.5;36;8;8;2
2017-06-12 10:00:00 +0000;1684;954;1070.2;73;4;10;2
2017-06-12 11:00:00 +0000;6;3;2.8;0;0;11;2
2017-06-12 13:00:00 +0000;466;264;343.9;24;4;13;2
2017-06-12 14:00:00 +0000;57;32;45.9;3;0;14;2
2017-06-12 16:00:00 +0000;503;285;336.0;23;3;16;2
2017-06-12 17:00:00 +0000;109;62;70.0;5;1;17;2
2017-06-12 18:00:00 +0000;462;262;300.9;21;2;18;2
2017-06-12 19:00:00 +0000;76;43;50.9;3;0;19;2
2017-06-12 20:00:00 +0000;4;2;2.8;0;0;20;2
2017-06-13 07:00:00 +0000;12;7;7.2;0;0;7;3
2017-06-13 08:00:00 +0000;517;293;372.7;25;7;8;3
2017-06-13 09:00:00 +0000;87;49;51.2;3;0;9;3
2017-06-13 10:00:00 +0000;2228;1262;1366.5;93;6;10;3
2017-06-13 11:00:00 +0000;28;16;15.6;1;0;11;3
2017-06-13 12:00:00 +0000;91;52;63.8;4;0;12;3
2017-06-13 13:00:00 +0000;153;87;96.6;7;0;13;3
2017-06-13 14:00:00 +0000;713;404;450.5;31;4;14;3
2017-06-13 15:00:00 +0000;19;11;12.4;1;0;15;3
2017-06-13 19:00:00 +0000;23;13;16.3;1;0;19;3
2017-06-13 21:00:00 +0000;17;10;12.7;1;0;21;3
2017-06-14 07:00:00 +0000;173;98;95.1;7;1;7;4
2017-06-14 08:00:00 +0000;662;375;482.8;33;7;8;4
2017-06-14 09:00:00 +0000;310;176;212.7;15;5;9;4
2017-06-14 10:00:00 +0000;2236;1266;1358.8;93;8;10;4
2017-06-14 11:00:00 +0000;135;76;77.4;5;0;11;4
2017-06-14 12:00:00 +0000;279;158;173.7;12;0;12;4
2017-06-14 13:00:00 +0000;679;385;435.0;30;5;13;4
2017-06-14 14:00:00 +0000;342;194;219.8;15;2;14;4
2017-06-14 15:00:00 +0000;58;33;33.3;2;0;15;4
2017-06-14 16:00:00 +0000;401;227;263.1;18;2;16;4
2017-06-14 17:00:00 +0000;102;58;63.9;4;0;17;4
2017-06-14 18:00:00 +0000;248;140;150.3;10;0;18;4
2017-06-14 19:00:00 +0000;97;55;59.9;4;0;19;4
2017-06-14 20:00:00 +0000;662;375;422.3;29;0;20;4
2017-06-14 21:00:00 +0000;196;111;144.2;10;2;21;4
2017-06-14 22:00:00 +0000;110;62;85.3;6;0;22;4
2017-06-15 08:00:00 +0000;923;523;540.4;37;8;8;5
2017-06-15 09:00:00 +0000;136;77;77.9;5;0;9;5
2017-06-15 10:00:00 +0000;1156;655;704.0;48;8;10;5
2017-06-15 11:00:00 +0000;136;77;86.1;6;0;11;5
2017-06-15 12:00:00 +0000;254;144;152.3;10;0;12;5
2017-06-15 13:00:00 +0000;562;318;321.6;22;0;13;5
2017-06-15 14:00:00 +0000;1092;619;658.9;45;4;14;5
2017-06-15 15:00:00 +0000;88;50;57.8;4;0;15;5
2017-06-15 16:00:00 +0000;1686;955;992.3;68;0;16;5
2017-06-15 17:00:00 +0000;2380;1348;1449.1;99;2;17;5
2017-06-15 18:00:00 +0000;950;538;593.3;41;10;18;5
2017-06-15 20:00:00 +0000;19;11;13.8;1;0;20;5
2017-06-15 21:00:00 +0000;23;13;16.1;1;0;21;5
2017-06-16 07:00:00 +0000;92;52;59.5;4;1;7;6
2017-06-16 08:00:00 +0000;709;402;489.7;33;9;8;6
2017-06-16 09:00:00 +0000;232;131;155.7;11;0;9;6
2017-06-16 10:00:00 +0000;232;131;132.4;9;4;10;6
2017-06-16 11:00:00 +0000;521;295;298.5;20;1;11;6
2017-06-16 12:00:00 +0000;462;262;280.3;19;0;12;6
2017-06-16 13:00:00 +0000;829;470;500.6;34;1;13;6
2017-06-16 14:00:00 +0000;184;104;118.0;8;1;14;6
2017-06-16 15:00:00 +0000;79;45;46.5;3;0;15;6
2017-06-16 16:00:00 +0000;211;120;214.0;15;0;16;6
2017-06-16 17:00:00 +0000;397;225;222.0;15;1;17;6
2017-06-16 18:00:00 +0000;18;10;14.2;1;0;18;6
2017-06-16 19:00:00 +0000;69;39;37.5;3;0;19;6
2017-06-16 21:00:00 +0000;42;24;32.5;2;0;21;6
2017-06-16 22:00:00 +0000;184;104;105.2;7;1;22;6
2017-06-16 23:00:00 +0000;283;160;149.8;10;0;23;6
2017-06-17 01:00:00 +0000;69;39;50.2;3;0;1;7
2017-06-17 09:00:00 +0000;6;3;2.6;0;0;9;7
2017-06-17 11:00:00 +0000;690;391;521.0;36;0;11;7
2017-06-17 12:00:00 +0000;3859;2186;2924.9;200;0;12;7
2017-06-17 13:00:00 +0000;91;52;54.7;4;0;13;7
2017-06-17 15:00:00 +0000;2;1;1.3;0;0;15;7
2017-06-17 16:00:00 +0000;26;15;17.5;1;0;16;7
2017-06-17 17:00:00 +0000;9;5;4.1;0;0;17;7
2017-06-17 18:00:00 +0000;109;62;92.3;6;0;18;7
2017-06-17 19:00:00 +0000;49;28;32.8;2;0;19;7
2017-06-17 23:00:00 +0000;22;12;14.5;1;0;23;7
2017-06-18 00:00:00 +0000;17;10;18.3;1;0;0;1
2017-06-18 21:00:00 +0000;20;11;13.5;1;0;21;1
2017-06-18 22:00:00 +0000;87;49;58.2;4;1;22;1
2017-06-19 11:00:00 +0000;18;10;20.1;1;0;11;2
2017-06-19 12:00:00 +0000;66;37;35.1;2;1;12;2
2017-06-19 16:00:00 +0000;15;8;9.2;1;0;16;2
2017-06-19 19:00:00 +0000;356;202;241.4;17;5;19;2
2017-06-19 20:00:00 +0000;407;231;269.0;18;3;20;2
2017-06-19 21:00:00 +0000;617;349;467.3;32;0;21;2
2017-06-20 11:00:00 +0000;179;101;108.0;7;0;11;3
2017-06-20 12:00:00 +0000;920;521;600.4;41;10;12;3
2017-06-20 13:00:00 +0000;692;392;457.8;31;5;13;3
2017-06-20 15:00:00 +0000;52;29;36.1;2;1;15;3
2017-06-20 17:00:00 +0000;64;36;40.2;3;0;17;3
2017-06-20 19:00:00 +0000;15;8;11.1;1;0;19;3
2017-06-20 20:00:00 +0000;5;3;3.3;0;0;20;3
2017-06-20 22:00:00 +0000;63;36;44.8;3;0;22;3
2017-06-21 09:00:00 +0000;1;1;0.8;0;0;9;4
2017-06-21 10:00:00 +0000;8;5;4.0;0;0;10;4
2017-06-21 11:00:00 +0000;60;34;40.6;3;0;11;4
2017-06-21 12:00:00 +0000;5;3;3.8;0;1;12;4
2017-06-21 14:00:00 +0000;18;10;11.5;1;0;14;4
2017-06-21 15:00:00 +0000;285;161;189.3;13;1;15;4
2017-06-21 17:00:00 +0000;93;53;78.6;5;0;17;4
2017-06-21 19:00:00 +0000;28;16;21.5;1;0;19;4
2017-06-21 20:00:00 +0000;70;40;46.9;3;0;20;4
2017-06-21 21:00:00 +0000;99;56;66.2;5;1;21;4
2017-06-21 22:00:00 +0000;224;127;161.2;11;3;22;4
2017-06-22 08:00:00 +0000;34;19;16.6;1;0;8;5
2017-06-22 09:00:00 +0000;35;20;20.6;1;0;9;5
2017-06-22 10:00:00 +0000;319;181;219.5;15;3;10;5
2017-06-22 12:00:00 +0000;416;236;243.5;17;0;12;5
2017-06-22 13:00:00 +0000;838;475;536.7;37;0;13;5
2017-06-22 14:00:00 +0000;1251;709;757.2;52;1;14;5
2017-06-22 18:00:00 +0000;65;37;35.2;2;0;18;5
2017-06-23 07:00:00 +0000;33;19;17.0;1;0;7;6
2017-06-23 08:00:00 +0000;538;305;337.0;23;5;8;6
2017-06-23 09:00:00 +0000;189;107;129.9;9;3;9;6
2017-06-23 10:00:00 +0000;249;141;157.1;11;1;10;6
2017-06-23 11:00:00 +0000;765;433;530.8;36;10;11;6
2017-06-23 12:00:00 +0000;2541;1439;1655.5;113;3;12;6
2017-06-23 13:00:00 +0000;1943;1101;1127.3;77;12;13;6
2017-06-23 14:00:00 +0000;814;461;509.0;35;4;14;6
2017-06-23 17:00:00 +0000;9;5;6.3;0;0;17;6
2017-06-23 18:00:00 +0000;213;121;150.4;10;1;18;6
2017-06-23 19:00:00 +0000;670;379;432.1;30;1;19;6
2017-06-23 20:00:00 +0000;1095;620;666.8;46;0;20;6
2017-06-23 21:00:00 +0000;204;116;119.2;8;1;21;6
2017-06-23 22:00:00 +0000;21;12;13.4;1;0;22;6
2017-06-24 02:00:00 +0000;31;18;18.5;1;0;2;7
2017-06-24 13:00:00 +0000;59;33;36.5;2;2;13;7
2017-06-24 15:00:00 +0000;6;3;3.7;0;0;15;7
2017-06-24 16:00:00 +0000;48;27;33.6;2;0;16;7
2017-06-24 20:00:00 +0000;397;225;249.2;17;0;20;7
2017-06-24 21:00:00 +0000;38;22;24.0;2;0;21;7
2017-06-24 22:00:00 +0000;27;15;16.3;1;0;22;7
2017-06-25 10:00:00 +0000;11;6;5.4;0;0;10;1
2017-06-25 19:00:00 +0000;40;23;27.4;2;0;19;1
2017-06-27 16:00:00 +0000;34;19;24.2;2;0;16;3
2017-06-27 17:00:00 +0000;164;93;117.2;8;0;17;3
2017-06-27 19:00:00 +0000;4;2;3.4;0;0;19;3
2017-06-27 21:00:00 +0000;25;14;23.2;2;0;21;3
2017-06-28 04:00:00 +0000;15;8;12.9;1;0;4;4
2017-06-28 13:00:00 +0000;13;7;7.2;0;0;13;4
2017-06-28 17:00:00 +0000;123;70;73.2;5;2;17;4
2017-06-28 19:00:00 +0000;207;117;148.4;10;1;19;4
2017-06-28 20:00:00 +0000;28;16;23.4;2;0;20;4
2017-06-28 21:00:00 +0000;1;1;0.6;0;0;21;4
2017-06-29 15:00:00 +0000;114;65;64.2;4;0;15;5
2017-06-29 16:00:00 +0000;167;95;108.2;7;1;16;5
2017-06-30 02:00:00 +0000;1;1;0.8;0;0;2;6
2017-06-30 12:00:00 +0000;112;63;81.6;6;0;12;6
2017-06-30 13:00:00 +0000;245;139;171.8;12;1;13;6
2017-06-30 14:00:00 +0000;15;8;11.2;1;0;14;6
2017-06-30 15:00:00 +0000;39;22;19.9;1;0;15;6
2017-06-30 16:00:00 +0000;398;225;240.3;16;2;16;6
2017-06-30 17:00:00 +0000;325;184;187.4;13;1;17;6
2017-06-30 18:00:00 +0000;1617;916;1023.2;70;2;18;6
2017-06-30 19:00:00 +0000;2521;1428;1793.8;123;1;19;6
2017-06-30 20:00:00 +0000;146;83;91.3;6;1;20;6
2017-07-01 00:00:00 +0000;58;33;42.6;3;0;0;7
2017-07-01 01:00:00 +0000;218;123;210.5;14;0;1;7
2017-07-01 03:00:00 +0000;13;7;5.4;0;0;3;7
2017-07-01 04:00:00 +0000;8;5;5.7;0;0;4;7
2017-07-01 06:00:00 +0000;33;19;20.6;1;0;6;7
2017-07-01 07:00:00 +0000;51;29;42.5;3;0;7;7
2017-07-01 09:00:00 +0000;1;1;0.2;0;0;9;7
2017-07-01 10:00:00 +0000;339;192;191.9;13;3;10;7
2017-07-02 14:00:00 +0000;2;1;0.8;0;0;14;1
2017-07-02 15:00:00 +0000;2;1;1.5;0;0;15;1
2017-07-03 00:00:00 +0000;0;0;0.0;0;1;0;2
2017-07-03 12:00:00 +0000;9;5;3.8;0;0;12;2
2017-07-03 15:00:00 +0000;21;12;10.2;1;0;15;2
2017-07-03 17:00:00 +0000;42;24;31.2;2;0;17;2
2017-07-03 18:00:00 +0000;553;313;315.4;22;1;18;2
2017-07-03 19:00:00 +0000;12;7;10.1;1;0;19;2
2017-07-03 20:00:00 +0000;2;1;1.6;0;0;20;2
2017-07-03 21:00:00 +0000;29;16;20.5;1;0;21;2
2017-07-03 23:00:00 +0000;95;54;76.8;5;1;23;2
2017-07-04 01:00:00 +0000;10;6;7.2;0;0;1;3
2017-07-04 14:00:00 +0000;12;7;7.7;1;0;14;3
2017-07-04 16:00:00 +0000;9;5;6.4;0;0;16;3
2017-07-04 17:00:00 +0000;160;91;106.3;7;0;17;3
2017-07-04 18:00:00 +0000;304;172;200.5;14;0;18;3
2017-07-04 19:00:00 +0000;14;8;10.8;1;0;19;3
2017-07-04 20:00:00 +0000;97;55;62.5;4;0;20;3
2017-07-04 21:00:00 +0000;9;5;5.5;0;0;21;3
2017-07-05 01:00:00 +0000;8;5;5.2;0;0;1;4
2017-07-05 10:00:00 +0000;8;5;5.7;0;0;10;4
2017-07-05 11:00:00 +0000;9;5;6.6;0;0;11;4
2017-07-05 12:00:00 +0000;8;5;5.2;0;0;12;4
2017-07-05 14:00:00 +0000;1144;648;654.7;45;5;14;4
2017-07-05 15:00:00 +0000;83;47;57.9;4;0;15;4
2017-07-05 16:00:00 +0000;532;301;350.4;24;1;16;4
2017-07-05 17:00:00 +0000;97;55;64.8;4;0;17;4
2017-07-05 18:00:00 +0000;81;46;49.9;3;1;18;4
2017-07-05 19:00:00 +0000;351;199;204.9;14;0;19;4
2017-07-05 20:00:00 +0000;62;35;38.0;3;0;20;4
2017-07-05 21:00:00 +0000;1582;896;1027.7;70;12;21;4
2017-07-05 22:00:00 +0000;1;1;0.5;0;0;22;4
2017-07-06 02:00:00 +0000;72;41;52.0;4;0;2;5
2017-07-06 13:00:00 +0000;85;48;56.5;4;1;13;5
2017-07-06 14:00:00 +0000;105;59;57.4;4;1;14;5
2017-07-06 15:00:00 +0000;86;49;52.9;4;0;15;5
2017-07-06 23:00:00 +0000;41;23;28.4;2;0;23;5
2017-07-07 16:00:00 +0000;46;26;31.9;2;1;16;6
2017-07-07 17:00:00 +0000;218;123;143.1;10;1;17;6
2017-07-08 02:00:00 +0000;16;9;12.2;1;0;2;7
2017-07-08 03:00:00 +0000;10;6;4.8;0;0;3;7
2017-07-08 11:00:00 +0000;52;29;36.0;2;0;11;7
2017-07-08 18:00:00 +0000;2;1;1.5;0;0;18;7
2017-07-08 20:00:00 +0000;119;67;72.8;5;1;20;7
2017-07-09 00:00:00 +0000;16;9;9.1;1;0;0;1
2017-07-09 01:00:00 +0000;56;32;32.9;2;0;1;1
2017-07-09 14:00:00 +0000;241;137;155.4;11;0;14;1
2017-07-09 15:00:00 +0000;226;128;151.0;10;1;15;1
2017-07-09 16:00:00 +0000;23;13;16.6;1;0;16;1
2017-07-09 18:00:00 +0000;175;99;98.2;7;1;18;1
2017-07-10 09:00:00 +0000;0;0;0.3;0;0;9;2
2017-07-10 10:00:00 +0000;34;19;22.5;2;0;10;2
2017-07-10 20:00:00 +0000;13;7;7.8;1;0;20;2
2017-07-10 21:00:00 +0000;20;11;10.3;1;0;21;2
2017-07-10 22:00:00 +0000;94;53;61.1;4;0;22;2
2017-07-11 08:00:00 +0000;22;12;17.2;1;0;8;3
2017-07-11 18:00:00 +0000;7;4;4.8;0;0;18;3
2017-07-11 19:00:00 +0000;110;62;74.1;5;1;19;3
2017-07-11 22:00:00 +0000;10;6;6.9;0;0;22;3
2017-07-12 11:00:00 +0000;9;5;7.3;0;0;11;4
2017-07-12 12:00:00 +0000;31;18;24.4;2;0;12;4
2017-07-12 16:00:00 +0000;23;13;15.6;1;0;16;4
2017-07-12 20:00:00 +0000;1;1;0.5;0;0;20;4
2017-07-13 06:00:00 +0000;32;18;23.9;2;0;6;5
2017-07-13 07:00:00 +0000;77;44;50.2;3;0;7;5
2017-07-13 08:00:00 +0000;46;26;20.7;1;0;8;5
2017-07-13 09:00:00 +0000;87;49;41.5;3;0;9;5
2017-07-13 10:00:00 +0000;74;42;35.1;2;0;10;5
2017-07-13 11:00:00 +0000;218;123;109.4;7;1;11;5
2017-07-13 12:00:00 +0000;126;71;72.7;5;0;12;5
2017-07-14 10:00:00 +0000;4;2;1.6;0;0;10;6
2017-07-14 20:00:00 +0000;29;16;22.2;2;0;20;6
2017-07-14 21:00:00 +0000;49;28;32.6;2;1;21;6
2017-07-15 07:00:00 +0000;5;3;3.8;0;0;7;7
2017-07-15 08:00:00 +0000;298;169;183.5;13;1;8;7
2017-07-15 09:00:00 +0000;18;10;12.3;1;0;9;7
2017-07-15 13:00:00 +0000;36;20;21.2;1;0;13;7
2017-07-15 15:00:00 +0000;22;12;10.5;1;0;15;7
2017-07-15 16:00:00 +0000;35;20;25.1;2;0;16;7
2017-07-15 17:00:00 +0000;20;11;13.5;1;0;17;7
2017-07-15 18:00:00 +0000;110;62;74.3;5;0;18;7
